r(16,0,8,0)
r(59,0,8,0)
r(58,0,8,0)
r(97,0,8,0)
r(17,0,8,0)
r(35,0,8,0)
r(91,0,8,0)
r(97,0,8,0)
w(8,4801,8,0)
w(33,4802,8,0)
w(18,4803,8,0)
w(55,4804,8,0)
w(16,4805,8,0)
w(85,4806,8,0)
w(64,4807,8,0)
w(70,4808,8,0)
w(15,4809,8,0)
w(70,4810,8,0)
w(75,4811,8,0)
w(4,4812,8,0)
r(55,4804,8,1)
r(38,0,8,1)
r(57,0,8,1)
r(25,0,8,1)
r(50,0,8,1)
r(28,0,8,1)
r(73,0,8,1)
r(80,0,8,1)
r(2,0,8,1)
r(29,0,8,1)
r(7,0,8,1)
w(74,4813,8,1)
w(27,4814,8,1)
w(52,4815,8,1)
w(29,4816,8,1)
w(60,4817,8,1)
w(65,4818,8,1)
w(50,4819,8,1)
w(46,4820,8,1)
w(78,4821,8,1)
r(51,0,8,2)
r(95,0,8,2)
r(35,0,8,2)
r(49,0,8,2)
r(26,0,8,2)
r(65,4818,8,2)
r(77,0,8,2)
r(88,0,8,2)
r(50,4819,8,2)
r(99,0,8,2)
r(30,0,8,2)
r(59,0,8,2)
r(49,0,8,2)
r(44,0,8,2)
r(0,0,8,2)
r(51,0,8,2)
r(13,0,8,2)
r(78,4821,8,2)
r(85,4806,8,2)
r(57,0,8,2)
r(27,4814,8,3)
r(19,0,8,3)
r(15,4809,8,3)
r(48,0,8,3)
r(29,4816,8,3)
r(99,0,8,3)
r(47,0,8,3)
r(46,4820,8,3)
r(54,0,8,3)
r(27,4814,8,3)
r(54,0,8,3)
r(53,0,8,3)
r(23,0,8,3)
r(55,4804,8,3)
r(80,0,8,3)
w(38,4822,8,3)
w(80,4823,8,3)
w(72,4824,8,3)
w(0,4825,8,3)
w(13,4826,8,3)
r(71,2444,8,4)
r(60,3721,8,4)
r(0,2425,8,4)
r(87,3720,8,4)
r(53,4361,8,4)
r(80,4336,8,4)
r(45,2435,8,4)
r(93,3675,8,4)
r(3,2439,8,4)
r(48,4294,8,4)
r(12,3647,8,4)
w(35,4939,8,4)
w(93,4940,8,4)
w(12,4941,8,4)
w(24,4942,8,4)
w(57,4943,8,4)
w(57,4944,8,4)
w(7,4945,8,4)
w(38,4946,8,4)
w(81,4947,8,4)
r(58,0,8,5)
r(95,4244,8,5)
r(52,3708,8,5)
r(35,4939,8,5)
r(51,2440,8,5)
r(37,4239,8,5)
r(99,2426,8,5)
r(59,2436,8,5)
r(21,3651,8,5)
r(29,3717,8,5)
r(84,2417,8,5)
r(67,0,8,5)
r(63,0,8,5)
r(10,2422,8,5)
r(5,2424,8,5)
r(1,2443,8,5)
r(75,4295,8,5)
r(52,3708,8,5)
r(65,2432,8,5)
r(7,4945,8,5)
r(85,3716,8,6)
r(34,2420,8,6)
r(20,4368,8,6)
r(76,3705,8,6)
r(72,4824,8,6)
r(34,2420,8,6)
r(99,2426,8,6)
r(12,4941,8,6)
r(67,0,8,6)
r(39,2418,8,6)
r(47,4204,8,6)
w(38,4948,8,6)
w(81,4949,8,6)
w(27,4950,8,6)
w(62,4951,8,6)
w(68,4952,8,6)
w(72,4953,8,6)
w(95,4954,8,6)
w(62,4955,8,6)
w(5,4956,8,6)
r(93,3735,8,7)
r(89,2429,8,7)
r(34,2420,8,7)
r(94,4256,8,7)
r(13,3639,8,7)
r(5,4956,8,7)
r(63,0,8,7)
r(48,4294,8,7)
r(40,2437,8,7)
r(57,4944,8,7)
r(24,4942,8,7)
r(11,4359,8,7)
r(93,3735,8,7)
r(5,4956,8,7)
r(74,3665,8,7)
w(63,4957,8,7)
w(67,4958,8,7)
w(46,4959,8,7)
w(44,4960,8,7)
w(11,4961,8,7)
r(9,4277,8,8)
r(52,3738,8,8)
r(13,3639,8,8)
r(66,4286,8,8)
r(44,4960,8,8)
r(19,3645,8,8)
r(78,2474,8,8)
r(42,3707,8,8)
r(70,3744,8,8)
w(85,4962,8,8)
w(14,4963,8,8)
w(40,4964,8,8)
w(90,4965,8,8)
w(2,4966,8,8)
w(89,4967,8,8)
w(14,4968,8,8)
w(88,4969,8,8)
w(68,4970,8,8)
w(50,4971,8,8)
w(59,4972,8,8)
r(42,3707,8,9)
r(92,3656,8,9)
r(91,3677,8,9)
r(54,3734,8,9)
r(26,2465,8,9)
r(31,2421,8,9)
r(47,2451,8,9)
r(70,3744,8,9)
r(78,2474,8,9)
r(8,4312,8,9)
r(22,2466,8,9)
r(22,2466,8,9)
r(5,4956,8,9)
w(23,4973,8,9)
w(53,4974,8,9)
w(6,4975,8,9)
w(58,4976,8,9)
w(6,4977,8,9)
w(75,4978,8,9)
w(85,4979,8,9)
r(10,1877,8,10)
r(25,4341,8,10)
r(95,2477,8,10)
r(51,3081,8,10)
r(61,2431,8,10)
r(41,1873,8,10)
r(78,2474,8,10)
r(82,4360,8,10)
r(78,2474,8,10)
w(8,4980,8,10)
w(98,4981,8,10)
w(36,4982,8,10)
w(17,4983,8,10)
w(5,4984,8,10)
w(35,4985,8,10)
w(18,4986,8,10)
w(62,4987,8,10)
w(75,4988,8,10)
w(77,4989,8,10)
w(96,4990,8,10)
r(52,3738,8,11)
r(65,2484,8,11)
r(11,1883,8,11)
r(80,2472,8,11)
r(99,2426,8,11)
r(25,2486,8,11)
r(99,2426,8,11)
r(45,2435,8,11)
r(76,3075,8,11)
r(3,2491,8,11)
w(40,4991,8,11)
w(62,4992,8,11)
w(13,4993,8,11)
w(96,4994,8,11)
w(17,4995,8,11)
w(69,4996,8,11)
w(56,4997,8,11)
w(5,4998,8,11)
w(17,4999,8,11)
w(82,5000,8,11)
r(13,4993,8,12)
r(28,4900,8,12)
r(24,1909,8,12)
r(26,2465,8,12)
r(27,1896,8,12)
r(64,1915,8,12)
r(81,4949,8,12)
r(38,1916,8,12)
r(3,2491,8,12)
r(16,1906,8,12)
r(66,1902,8,12)
r(41,1889,8,12)
r(20,2505,8,12)
w(67,5001,8,12)
w(88,5002,8,12)
w(61,5003,8,12)
w(21,5004,8,12)
w(64,5005,8,12)
w(97,5006,8,12)
w(74,5007,8,12)
r(53,1956,8,13)
r(29,1864,8,13)
r(49,1934,8,13)
r(22,1229,8,13)
r(38,1916,8,13)
r(7,1927,8,13)
r(35,4985,8,13)
r(23,3119,8,13)
r(31,1231,8,13)
r(22,1229,8,13)
r(14,1940,8,13)
w(43,5014,8,13)
w(74,5015,8,13)
w(53,5016,8,13)
w(7,5017,8,13)
w(16,5018,8,13)
w(70,5019,8,13)
w(15,5020,8,13)
w(55,5021,8,13)
w(71,5022,8,13)
r(69,1230,8,14)
r(47,1952,8,14)
r(57,1248,8,14)
r(25,3125,8,14)
r(39,1237,8,14)
r(84,3139,8,14)
r(78,1243,8,14)
r(4,1905,8,14)
r(14,1247,8,14)
r(88,5002,8,14)
r(34,1961,8,14)
w(6,5023,8,14)
w(56,5024,8,14)
w(72,5025,8,14)
w(36,5026,8,14)
w(71,5027,8,14)
w(0,5028,8,14)
w(19,5029,8,14)
w(78,5030,8,14)
w(65,5031,8,14)
r(72,5025,8,15)
r(11,3135,8,15)
r(96,1970,8,15)
r(82,1259,8,15)
r(16,1240,8,15)
r(88,2545,8,15)
r(82,1259,8,15)
r(88,2545,8,15)
r(85,1269,8,15)
r(90,2515,8,15)
w(32,5032,8,15)
w(64,5033,8,15)
w(93,5034,8,15)
w(41,5035,8,15)
w(22,5036,8,15)
w(10,5037,8,15)
w(16,5038,8,15)
w(18,5039,8,15)
w(16,5040,8,15)
w(39,5041,8,15)
r(96,2019,8,16)
r(78,2574,8,16)
r(86,2017,8,16)
r(85,2605,8,16)
r(51,2013,8,16)
r(31,2023,8,16)
r(76,1221,8,16)
w(19,5062,8,16)
w(51,5063,8,16)
w(72,5064,8,16)
w(33,5065,8,16)
w(56,5066,8,16)
w(7,5067,8,16)
w(22,5068,8,16)
w(97,5069,8,16)
w(29,5070,8,16)
w(10,5071,8,16)
w(0,5072,8,16)
w(7,5073,8,16)
w(16,5074,8,16)
r(62,1338,8,17)
r(70,1332,8,17)
r(15,2606,8,17)
r(47,2559,8,17)
r(98,3184,8,17)
r(21,2027,8,17)
r(74,1344,8,17)
r(89,1992,8,17)
r(3,1301,8,17)
r(72,5064,8,17)
w(32,5075,8,17)
w(64,5076,8,17)
w(93,5077,8,17)
w(38,5078,8,17)
w(38,5079,8,17)
w(72,5080,8,17)
w(34,5081,8,17)
w(58,5082,8,17)
w(66,5083,8,17)
w(99,5084,8,17)
r(59,1314,8,18)
r(7,5073,8,18)
r(74,3203,8,18)
r(89,1992,8,18)
r(23,2630,8,18)
r(57,1248,8,18)
r(65,2011,8,18)
r(74,3203,8,18)
r(61,2022,8,18)
r(54,1250,8,18)
r(32,5075,8,18)
r(99,5084,8,18)
r(71,2008,8,18)
r(94,2614,8,18)
r(37,2587,8,18)
r(98,3184,8,18)
r(53,3192,8,18)
r(9,1982,8,18)
r(20,1958,8,18)
r(36,1339,8,18)
r(85,2626,8,19)
r(82,2037,8,19)
r(11,2635,8,19)
r(12,3196,8,19)
r(10,5071,8,19)
r(87,3170,8,19)
r(95,1335,8,19)
r(73,2018,8,19)
