r(39,0,2,0,0)
r(96,0,2,0,1)
r(20,0,2,0,2)
r(51,0,2,0,3)
r(78,0,2,0,4)
r(87,0,2,0,5)
r(57,0,2,0,6)
r(52,0,2,0,7)
r(26,0,2,0,8)
w(88,801,2,0,9)
w(35,802,2,0,10)
w(80,803,2,0,11)
w(98,804,2,0,12)
w(81,805,2,0,13)
w(73,806,2,0,14)
w(87,807,2,0,15)
w(11,808,2,0,16)
w(77,809,2,0,17)
w(34,810,2,0,18)
w(9,811,2,0,19)
r(56,0,2,1,20)
r(79,0,2,1,21)
r(10,0,2,1,22)
r(33,0,2,1,23)
r(48,0,2,1,24)
r(64,0,2,1,25)
r(97,0,2,1,26)
r(23,0,2,1,27)
r(26,0,2,1,28)
r(0,0,2,1,29)
r(94,0,2,1,30)
r(76,0,2,1,31)
r(52,0,2,1,32)
w(5,812,2,1,33)
w(12,813,2,1,34)
w(73,814,2,1,35)
w(46,815,2,1,36)
w(34,816,2,1,37)
w(68,817,2,1,38)
w(4,818,2,1,39)
r(75,0,2,2,40)
r(87,807,2,2,41)
r(19,0,2,2,42)
r(66,0,2,2,43)
r(73,814,2,2,44)
r(93,0,2,2,45)
r(87,807,2,2,46)
r(85,0,2,2,47)
r(84,408,2,2,48)
r(60,0,2,2,49)
r(6,0,2,2,50)
r(71,0,2,2,51)
r(16,401,2,2,52)
r(2,404,2,2,53)
r(58,0,2,2,54)
r(64,0,2,2,55)
r(96,0,2,2,56)
r(74,409,2,2,57)
r(57,0,2,2,58)
r(54,0,2,2,59)
r(72,0,2,3,60)
r(64,0,2,3,61)
r(98,804,2,3,62)
r(24,0,2,3,63)
r(29,0,2,3,64)
r(61,0,2,3,65)
r(84,408,2,3,66)
r(79,0,2,3,67)
r(60,0,2,3,68)
r(74,409,2,3,69)
r(57,0,2,3,70)
w(55,819,2,3,71)
w(2,820,2,3,72)
w(78,821,2,3,73)
w(40,822,2,3,74)
w(6,823,2,3,75)
w(19,824,2,3,76)
w(54,825,2,3,77)
w(19,826,2,3,78)
w(42,827,2,3,79)
w(10,828,2,4,80)
w(7,829,2,4,81)
w(26,830,2,4,82)
w(18,831,2,4,83)
w(19,832,2,4,84)
w(0,833,2,4,85)
w(9,834,2,4,86)
w(70,835,2,4,87)
w(10,836,2,4,88)
w(30,837,2,4,89)
w(41,838,2,4,90)
w(72,839,2,4,91)
w(93,840,2,4,92)
w(87,841,2,4,93)
w(8,842,2,4,94)
w(14,843,2,4,95)
w(63,844,2,4,96)
w(17,845,2,4,97)
w(32,846,2,4,98)
w(2,847,2,4,99)
r(14,843,2,5,100)
r(96,0,2,5,101)
r(90,0,2,5,102)
r(65,0,2,5,103)
r(36,0,2,5,104)
r(17,845,2,5,105)
r(55,819,2,5,106)
r(35,802,2,5,107)
r(49,406,2,5,108)
r(84,408,2,5,109)
r(95,411,2,5,110)
r(39,0,2,5,111)
r(58,0,2,5,112)
r(32,846,2,5,113)
r(72,839,2,5,114)
r(15,407,2,5,115)
r(54,825,2,5,116)
r(13,0,2,5,117)
r(15,407,2,5,118)
r(6,823,2,5,119)
r(55,819,2,6,120)
r(92,0,2,6,121)
r(75,0,2,6,122)
r(40,822,2,6,123)
r(19,832,2,6,124)
r(63,844,2,6,125)
r(77,809,2,6,126)
w(67,848,2,6,127)
w(99,849,2,6,128)
w(30,850,2,6,129)
w(16,851,2,6,130)
w(75,852,2,6,131)
w(26,853,2,6,132)
w(12,854,2,6,133)
w(12,855,2,6,134)
w(6,856,2,6,135)
w(2,857,2,6,136)
w(45,858,2,6,137)
w(33,859,2,6,138)
w(38,860,2,6,139)
r(89,0,2,7,140)
r(13,0,2,7,141)
r(2,857,2,7,142)
r(60,0,2,7,143)
r(65,0,2,7,144)
r(89,0,2,7,145)
r(69,0,2,7,146)
r(67,848,2,7,147)
r(51,0,2,7,148)
r(50,0,2,7,149)
r(15,407,2,7,150)
r(92,0,2,7,151)
w(42,861,2,7,152)
w(9,862,2,7,153)
w(84,863,2,7,154)
w(75,864,2,7,155)
w(57,865,2,7,156)
w(81,866,2,7,157)
w(32,867,2,7,158)
w(72,868,2,7,159)
r(5,812,2,8,160)
r(53,0,2,8,161)
r(30,850,2,8,162)
r(5,812,2,8,163)
r(52,0,2,8,164)
r(29,0,2,8,165)
r(38,860,2,8,166)
r(98,804,2,8,167)
w(16,869,2,8,168)
w(50,870,2,8,169)
w(78,871,2,8,170)
w(2,872,2,8,171)
w(42,873,2,8,172)
w(29,874,2,8,173)
w(7,875,2,8,174)
w(31,876,2,8,175)
w(8,877,2,8,176)
w(79,878,2,8,177)
w(1,879,2,8,178)
w(48,880,2,8,179)
r(64,0,2,9,180)
r(23,0,2,9,181)
r(7,875,2,9,182)
r(45,858,2,9,183)
r(54,825,2,9,184)
r(1,879,2,9,185)
r(66,0,2,9,186)
r(19,832,2,9,187)
r(15,407,2,9,188)
r(37,0,2,9,189)
r(54,825,2,9,190)
r(16,869,2,9,191)
r(59,0,2,9,192)
r(48,880,2,9,193)
r(55,819,2,9,194)
r(69,0,2,9,195)
r(52,0,2,9,196)
r(89,0,2,9,197)
r(11,808,2,9,198)
r(92,0,2,9,199)
r(77,809,2,10,200)
r(91,0,2,10,201)
r(9,862,2,10,202)
r(18,831,2,10,203)
r(1,879,2,10,204)
r(87,841,2,10,205)
r(75,864,2,10,206)
r(43,0,2,10,207)
r(32,867,2,10,208)
r(15,407,2,10,209)
r(21,0,2,10,210)
w(63,881,2,10,211)
w(10,882,2,10,212)
w(65,883,2,10,213)
w(61,884,2,10,214)
w(64,885,2,10,215)
w(2,886,2,10,216)
w(63,887,2,10,217)
w(46,888,2,10,218)
w(40,889,2,10,219)
r(72,868,2,11,220)
r(44,0,2,11,221)
r(20,0,2,11,222)
r(29,874,2,11,223)
r(71,0,2,11,224)
r(60,0,2,11,225)
r(33,859,2,11,226)
r(20,0,2,11,227)
r(37,0,2,11,228)
r(93,840,2,11,229)
r(13,0,2,11,230)
r(21,0,2,11,231)
w(87,890,2,11,232)
w(98,891,2,11,233)
w(82,892,2,11,234)
w(8,893,2,11,235)
w(71,894,2,11,236)
w(21,895,2,11,237)
w(17,896,2,11,238)
w(44,897,2,11,239)
r(77,55,2,12,240)
r(99,849,2,12,241)
r(98,891,2,12,242)
r(70,835,2,12,243)
r(1,879,2,12,244)
r(40,889,2,12,245)
r(20,0,2,12,246)
r(43,0,2,12,247)
r(2,886,2,12,248)
w(79,898,2,12,249)
w(68,899,2,12,250)
w(69,900,2,12,251)
w(49,901,2,12,252)
w(78,902,2,12,253)
w(61,903,2,12,254)
w(74,904,2,12,255)
w(99,905,2,12,256)
w(82,906,2,12,257)
w(97,907,2,12,258)
w(3,908,2,12,259)
r(57,865,2,13,260)
r(55,819,2,13,261)
r(14,843,2,13,262)
r(22,0,2,13,263)
r(55,819,2,13,264)
r(46,888,2,13,265)
r(8,893,2,13,266)
r(79,898,2,13,267)
r(2,886,2,13,268)
w(0,909,2,13,269)
w(16,910,2,13,270)
w(76,911,2,13,271)
w(70,912,2,13,272)
w(69,913,2,13,273)
w(16,914,2,13,274)
w(76,915,2,13,275)
w(71,916,2,13,276)
w(87,917,2,13,277)
w(78,918,2,13,278)
w(39,919,2,13,279)
r(64,885,2,14,280)
r(35,802,2,14,281)
r(14,843,2,14,282)
r(32,867,2,14,283)
r(55,819,2,14,284)
r(33,859,2,14,285)
r(6,856,2,14,286)
r(84,52,2,14,287)
r(52,0,2,14,288)
r(44,897,2,14,289)
r(51,0,2,14,290)
r(73,814,2,14,291)
r(18,831,2,14,292)
r(90,0,2,14,293)
r(88,801,2,14,294)
w(96,920,2,14,295)
w(47,921,2,14,296)
w(51,922,2,14,297)
w(17,923,2,14,298)
w(60,924,2,14,299)
r(18,195,2,20,400)
r(4,818,2,20,401)
r(7,425,2,20,402)
r(58,200,2,20,403)
r(73,814,2,20,404)
r(37,205,2,20,405)
r(13,533,2,20,406)
r(80,157,2,20,407)
r(42,159,2,20,408)
w(98,801,2,20,409)
w(79,802,2,20,410)
w(94,803,2,20,411)
w(50,804,2,20,412)
w(8,805,2,20,413)
w(29,806,2,20,414)
w(2,807,2,20,415)
w(35,808,2,20,416)
w(42,809,2,20,417)
w(17,810,2,20,418)
w(95,811,2,20,419)
r(26,429,2,21,420)
r(21,479,2,21,421)
r(69,538,2,21,422)
r(21,479,2,21,423)
r(52,497,2,21,424)
r(79,802,2,21,425)
r(60,424,2,21,426)
r(69,538,2,21,427)
r(84,427,2,21,428)
r(12,855,2,21,429)
r(51,586,2,21,430)
r(69,538,2,21,431)
r(18,195,2,21,432)
r(26,429,2,21,433)
r(50,804,2,21,434)
r(72,537,2,21,435)
r(95,811,2,21,436)
r(10,435,2,21,437)
r(79,802,2,21,438)
r(64,130,2,21,439)
r(84,427,2,22,440)
r(71,196,2,22,441)
r(79,802,2,22,442)
r(74,551,2,22,443)
r(86,502,2,22,444)
r(54,170,2,22,445)
r(46,559,2,22,446)
r(84,427,2,22,447)
r(12,855,2,22,448)
r(45,527,2,22,449)
w(38,812,2,22,450)
w(1,813,2,22,451)
w(49,814,2,22,452)
w(61,815,2,22,453)
w(44,816,2,22,454)
w(89,817,2,22,455)
w(10,818,2,22,456)
w(35,819,2,22,457)
w(41,820,2,22,458)
w(85,821,2,22,459)
r(5,569,2,23,460)
r(87,187,2,23,461)
r(36,422,2,23,462)
r(79,802,2,23,463)
r(37,205,2,23,464)
r(60,424,2,23,465)
r(19,184,2,23,466)
r(38,812,2,23,467)
r(49,814,2,23,468)
r(66,555,2,23,469)
r(41,820,2,23,470)
r(68,550,2,23,471)
r(74,551,2,23,472)
r(69,538,2,23,473)
r(12,855,2,23,474)
r(27,583,2,23,475)
r(10,818,2,23,476)
r(2,807,2,23,477)
r(3,582,2,23,478)
r(70,567,2,23,479)
