r(61,0,8,0)
r(17,0,8,0)
r(8,0,8,0)
r(50,0,8,0)
r(88,0,8,0)
r(17,0,8,1)
r(82,0,8,1)
r(24,0,8,1)
r(19,0,8,1)
r(15,0,8,1)
r(85,0,8,2)
w(91,160001,8,2)
w(32,160002,8,2)
w(39,160003,8,2)
w(74,160004,8,2)
w(8,160005,8,3)
w(37,160006,8,3)
w(13,160007,8,3)
w(32,160008,8,3)
w(24,160009,8,3)
r(77,0,8,4)
r(27,140002,8,4)
r(90,0,8,4)
r(14,0,8,4)
r(18,0,8,4)
r(31,0,8,5)
r(52,0,8,5)
r(42,0,8,5)
r(90,0,8,5)
r(92,0,8,5)
r(29,0,8,6)
r(30,120002,8,6)
r(70,0,8,6)
r(57,140001,8,6)
r(23,0,8,6)
r(9,0,8,7)
r(87,0,8,7)
r(73,140005,8,7)
r(29,0,8,7)
r(32,120007,8,7)
r(2,0,8,8)
r(61,0,8,8)
r(6,0,8,8)
r(24,4,8,8)
r(61,0,8,8)
r(14,0,8,9)
r(44,0,8,9)
r(4,2,8,9)
r(43,0,8,9)
w(86,160010,8,9)
w(38,160011,8,10)
w(18,160012,8,10)
w(46,160013,8,10)
w(26,160014,8,10)
w(49,160015,8,10)
w(38,160016,8,11)
w(31,160017,8,11)
w(58,160018,8,11)
w(52,160019,8,11)
w(66,160020,8,11)
r(19,0,8,12)
r(63,0,8,12)
r(4,2,8,12)
r(73,140005,8,12)
r(60,0,8,12)
r(20,0,8,13)
r(80,0,8,13)
r(51,0,8,13)
r(52,0,8,13)
w(36,160021,8,13)
w(85,160022,8,14)
w(33,160023,8,14)
w(81,160024,8,14)
w(61,160025,8,14)
w(20,160026,8,14)
w(41,160027,8,15)
w(74,160028,8,15)
w(27,160029,8,15)
w(54,160030,8,15)
w(75,160031,8,15)
r(67,120053,8,16)
r(84,100035,8,16)
r(26,0,8,16)
r(10,120052,8,16)
r(33,100025,8,16)
r(72,120044,8,17)
r(19,0,8,17)
r(0,1,8,17)
r(76,120043,8,17)
w(27,160032,8,17)
w(74,160033,8,18)
w(95,160034,8,18)
w(11,160035,8,18)
w(84,160036,8,18)
w(22,160037,8,18)
w(27,160038,8,19)
w(69,160039,8,19)
w(3,160040,8,19)
w(26,160041,8,19)
w(94,160042,8,19)
r(26,0,8,20)
r(47,5,8,20)
r(30,20115,8,20)
r(0,120118,8,20)
r(22,100082,8,20)
r(30,20115,8,21)
r(1,120122,8,21)
r(3,100084,8,21)
r(73,20019,8,21)
r(50,120109,8,21)
w(34,160043,8,22)
w(48,160044,8,22)
w(17,160045,8,22)
w(96,160046,8,22)
w(21,160047,8,22)
w(42,160048,8,23)
w(75,160049,8,23)
w(57,160050,8,23)
w(26,160051,8,23)
w(78,160052,8,23)
r(18,20192,8,24)
r(25,20232,8,24)
r(12,20229,8,24)
r(64,120199,8,24)
r(33,100162,8,24)
r(10,20213,8,25)
r(94,20221,8,25)
r(63,100169,8,25)
r(64,120199,8,25)
r(60,20217,8,25)
r(64,120199,8,26)
r(67,100133,8,26)
r(56,20234,8,26)
r(93,120237,8,26)
w(32,160053,8,26)
w(90,160054,8,27)
w(50,160055,8,27)
w(0,160056,8,27)
w(93,160057,8,27)
w(36,160058,8,27)
r(34,20315,8,28)
r(59,20268,8,28)
r(72,20331,8,28)
r(40,120341,8,28)
r(31,20329,8,28)
r(34,20315,8,29)
r(9,120266,8,29)
r(15,20349,8,29)
r(96,20325,8,29)
r(47,120339,8,29)
r(94,100254,8,30)
r(55,100259,8,30)
r(19,120352,8,30)
r(6,120359,8,30)
r(76,20218,8,30)
r(16,20333,8,31)
r(92,120357,8,31)
r(97,120238,8,31)
r(89,100251,8,31)
r(70,100237,8,31)
r(64,120365,8,32)
r(9,120266,8,32)
r(6,120359,8,32)
r(41,120344,8,32)
r(82,120327,8,32)
r(36,20307,8,33)
r(72,20331,8,33)
r(36,20307,8,33)
r(89,100251,8,33)
w(36,160059,8,33)
w(21,160060,8,34)
w(2,160061,8,34)
w(50,160062,8,34)
w(53,160063,8,34)
w(54,160064,8,34)
w(93,160065,8,35)
w(8,160066,8,35)
w(76,160067,8,35)
w(90,160068,8,35)
w(55,160069,8,35)
r(21,120251,8,36)
r(67,20356,8,36)
r(75,120267,8,36)
r(78,100255,8,36)
r(4,120294,8,36)
r(65,120350,8,37)
r(88,100252,8,37)
r(91,120330,8,37)
r(89,100251,8,37)
r(86,20359,8,37)
r(64,120365,8,38)
r(14,100268,8,38)
w(0,160070,8,38)
w(44,160071,8,38)
w(77,160072,8,38)
w(94,160073,8,39)
w(17,160074,8,39)
w(8,160075,8,39)
w(54,160076,8,39)
w(95,160077,8,39)
r(53,100369,8,40)
r(35,100393,8,40)
r(16,120441,8,40)
r(91,100397,8,40)
r(24,100362,8,40)
r(50,120468,8,41)
r(11,120476,8,41)
r(86,20432,8,41)
r(66,100402,8,41)
r(48,120448,8,41)
w(50,160078,8,42)
w(65,160079,8,42)
w(45,160080,8,42)
w(81,160081,8,42)
w(1,160082,8,42)
w(2,160083,8,43)
w(41,160084,8,43)
w(7,160085,8,43)
w(52,160086,8,43)
w(64,160087,8,43)
r(64,20543,8,44)
r(61,20539,8,44)
r(94,120497,8,44)
r(65,100479,8,44)
r(32,120582,8,44)
r(15,100431,8,45)
r(4,20509,8,45)
r(27,20501,8,45)
r(72,20516,8,45)
r(11,120604,8,45)
r(94,120497,8,46)
r(69,120600,8,46)
r(82,120588,8,46)
r(0,20505,8,46)
r(19,120502,8,46)
r(85,120517,8,47)
r(4,20509,8,47)
r(70,120586,8,47)
r(4,20509,8,47)
r(54,120597,8,47)
r(32,120582,8,48)
r(82,120588,8,48)
r(26,20562,8,48)
r(8,20547,8,48)
r(88,120595,8,48)
r(2,100423,8,49)
r(80,20565,8,49)
r(75,120598,8,49)
r(62,100443,8,49)
w(52,160088,8,49)
w(97,160089,8,50)
w(14,160090,8,50)
w(17,160091,8,50)
w(70,160092,8,50)
w(36,160093,8,50)
w(55,160094,8,51)
w(83,160095,8,51)
w(64,160096,8,51)
w(7,160097,8,51)
w(80,160098,8,51)
r(10,120610,8,52)
r(11,120604,8,52)
r(7,100466,8,52)
r(52,20535,8,52)
r(98,20531,8,52)
r(67,120563,8,53)
r(67,120563,8,53)
r(27,20501,8,53)
r(9,120601,8,53)
r(79,20560,8,53)
r(57,20561,8,54)
r(8,20547,8,54)
r(31,20503,8,54)
r(59,120614,8,54)
r(6,20518,8,54)
r(34,20551,8,55)
r(61,20539,8,55)
r(26,20562,8,55)
r(25,100453,8,55)
r(0,20505,8,55)
r(92,20455,8,56)
r(15,100431,8,56)
r(94,120497,8,56)
r(90,100461,8,56)
r(4,20509,8,56)
r(92,20455,8,57)
r(12,120579,8,57)
r(79,20560,8,57)
w(23,160099,8,57)
w(62,160100,8,57)
w(88,160101,8,58)
w(47,160102,8,58)
w(72,160103,8,58)
w(9,160104,8,58)
w(0,160105,8,58)
w(68,160106,8,59)
w(64,160107,8,59)
w(9,160108,8,59)
w(69,160109,8,59)
w(54,160110,8,59)
r(35,100585,8,60)
r(51,100580,8,60)
r(13,100574,8,60)
r(60,120716,8,60)
r(82,20603,8,60)
r(78,120708,8,61)
r(17,20641,8,61)
r(27,100607,8,61)
w(11,160111,8,61)
w(78,160112,8,61)
w(40,160113,8,62)
w(12,160114,8,62)
w(26,160115,8,62)
w(77,160116,8,62)
w(1,160117,8,62)
w(20,160118,8,63)
w(77,160119,8,63)
w(63,160120,8,63)
w(87,160121,8,63)
w(89,160122,8,63)
r(76,100690,8,64)
r(77,100708,8,64)
r(82,100713,8,64)
r(9,120779,8,64)
r(60,120787,8,64)
r(6,100694,8,65)
r(26,120810,8,65)
r(81,20759,8,65)
r(59,120669,8,65)
r(38,20727,8,65)
r(56,120769,8,66)
r(75,20754,8,66)
r(20,20763,8,66)
r(60,120787,8,66)
r(58,20677,8,66)
r(35,120750,8,67)
r(37,100625,8,67)
r(26,120810,8,67)
r(62,120781,8,67)
r(63,120822,8,67)
r(26,120810,8,68)
r(48,100710,8,68)
r(94,100702,8,68)
r(66,120813,8,68)
r(23,100624,8,68)
r(25,20758,8,69)
r(3,120811,8,69)
r(50,20601,8,69)
r(43,100665,8,69)
r(46,120793,8,69)
r(93,20720,8,70)
r(83,20745,8,70)
w(0,160123,8,70)
w(57,160124,8,70)
w(54,160125,8,70)
w(33,160126,8,71)
w(23,160127,8,71)
w(83,160128,8,71)
w(88,160129,8,71)
w(99,160130,8,71)
r(66,120813,8,72)
r(54,100705,8,72)
r(34,20751,8,72)
r(95,100679,8,72)
r(28,20730,8,72)
r(9,120779,8,73)
r(84,20773,8,73)
r(43,100665,8,73)
r(77,100708,8,73)
r(75,20754,8,73)
r(63,20775,8,74)
w(71,160131,8,74)
w(59,160132,8,74)
w(72,160133,8,74)
w(58,160134,8,74)
w(86,160135,8,75)
w(86,160136,8,75)
w(53,160137,8,75)
w(9,160138,8,75)
w(35,160139,8,75)
r(78,100782,8,76)
r(48,20879,8,76)
r(84,120876,8,76)
r(44,20868,8,76)
r(85,100771,8,76)
r(22,120889,8,77)
r(61,20884,8,77)
r(54,120930,8,77)
r(26,100775,8,77)
w(38,160140,8,77)
w(60,160141,8,78)
w(21,160142,8,78)
w(5,160143,8,78)
w(56,160144,8,78)
w(85,160145,8,78)
w(28,160146,8,79)
w(53,160147,8,79)
w(45,160148,8,79)
w(21,160149,8,79)
w(54,160150,8,79)
w(78,160151,8,80)
w(88,160152,8,80)
w(68,160153,8,80)
w(90,160154,8,80)
w(83,160155,8,80)
w(51,160156,8,81)
w(95,160157,8,81)
w(33,160158,8,81)
w(76,160159,8,81)
w(12,160160,8,81)
w(26,160161,8,82)
w(64,160162,8,82)
w(17,160163,8,82)
w(83,160164,8,82)
w(81,160165,8,82)
w(39,160166,8,83)
w(82,160167,8,83)
w(1,160168,8,83)
w(38,160169,8,83)
w(75,160170,8,83)
r(17,20967,8,84)
r(22,120987,8,84)
r(89,20936,8,84)
r(41,120976,8,84)
r(38,20971,8,84)
r(16,20947,8,85)
r(97,20985,8,85)
r(68,121018,8,85)
r(60,20977,8,85)
r(23,100843,8,85)
r(45,100904,8,86)
r(14,20983,8,86)
r(84,120975,8,86)
r(81,20931,8,86)
r(35,20958,8,86)
r(19,100808,8,87)
r(65,121009,8,87)
r(54,100866,8,87)
r(68,121018,8,87)
r(3,100900,8,87)
w(10,160171,8,88)
w(99,160172,8,88)
w(77,160173,8,88)
w(47,160174,8,88)
w(37,160175,8,88)
w(8,160176,8,89)
w(97,160177,8,89)
w(74,160178,8,89)
w(83,160179,8,89)
w(62,160180,8,89)
w(74,160181,8,90)
w(54,160182,8,90)
w(11,160183,8,90)
w(10,160184,8,90)
w(53,160185,8,90)
w(92,160186,8,91)
w(11,160187,8,91)
w(9,160188,8,91)
w(2,160189,8,91)
w(27,160190,8,91)
r(74,20978,8,92)
r(70,100854,8,92)
r(16,100945,8,92)
r(30,100903,8,92)
r(54,121101,8,92)
r(0,21017,8,93)
r(48,21024,8,93)
r(99,100958,8,93)
r(46,100901,8,93)
r(77,21029,8,93)
r(4,100912,8,94)
r(39,121100,8,94)
r(0,21017,8,94)
r(55,121110,8,94)
r(85,121082,8,94)
r(31,100863,8,95)
r(72,20996,8,95)
r(84,21031,8,95)
r(68,121111,8,95)
r(51,21011,8,95)
r(35,20958,8,96)
r(21,21030,8,96)
r(77,21029,8,96)
r(8,100891,8,96)
r(56,121105,8,96)
r(80,21003,8,97)
r(87,100876,8,97)
r(55,121110,8,97)
r(22,121109,8,97)
r(29,20982,8,97)
r(93,121116,8,98)
r(44,21019,8,98)
r(20,121092,8,98)
r(13,121081,8,98)
r(88,121098,8,98)
r(97,21034,8,99)
r(76,100922,8,99)
r(49,121090,8,99)
r(19,20993,8,99)
r(35,20958,8,99)
r(68,121111,8,100)
r(40,121077,8,100)
r(66,121094,8,100)
r(3,21026,8,100)
r(79,100959,8,100)
r(94,121088,8,101)
r(27,21006,8,101)
r(76,100922,8,101)
r(46,100901,8,101)
r(49,121090,8,101)
r(14,21008,8,102)
w(67,160191,8,102)
w(2,160192,8,102)
w(24,160193,8,102)
w(86,160194,8,102)
w(8,160195,8,103)
w(31,160196,8,103)
w(26,160197,8,103)
w(23,160198,8,103)
w(65,160199,8,103)
r(70,121182,8,104)
r(97,121170,8,104)
r(19,21080,8,104)
r(14,21008,8,104)
r(67,121158,8,104)
r(45,100997,8,105)
r(60,20999,8,105)
r(38,21069,8,105)
r(33,21082,8,105)
w(39,160200,8,105)
w(27,160201,8,106)
w(98,160202,8,106)
w(40,160203,8,106)
w(96,160204,8,106)
w(29,160205,8,106)
w(59,160206,8,107)
w(26,160207,8,107)
w(3,160208,8,107)
w(23,160209,8,107)
w(41,160210,8,107)
r(8,121134,8,108)
r(41,121160,8,108)
r(1,21107,8,108)
